# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
90	0.482143	0.03885480603
90	0.517857	0.0364680382
90	0.553571	0.03385173835
90	0.589286	0.02942843157
90	0.625	0.02300952506
90	0.660714	0.01988158075
90	0.696429	0.01247805802
90	0.732143	0.007946981561
90	0.767857	0.003277041295
90	0.803571	0
90	0.839286	0
90	0.875	0
90	0.910714	0
90	0.946429	0

92	0.267857	0.01264323407
92	0.303571	0.02080059551
92	0.339286	0.02706178169
92	0.375	0.03215667827
92	0.410714	0.03567531585
92	0.446429	0.03793896811
92	0.482143	0.03885480603
92	0.517857	0.0364680382
92	0.553571	0.03385173835
92	0.589286	0.02942843157
92	0.625	0.02300952506
92	0.660714	0.01988158075
92	0.696429	0.01247805802
92	0.732143	0.007946981561
92	0.767857	0.003277041295
92	0.803571	0
92	0.839286	0
92	0.875	0
92	0.910714	0
92	0.946429	0

94	0.267857	0.01264323407
94	0.303571	0.02080059551
94	0.339286	0.02706178169
94	0.375	0.03215667827
94	0.410714	0.03567531585
94	0.446429	0.03793896811
94	0.482143	0.03885480603
94	0.517857	0.0364680382
94	0.553571	0.03385173835
94	0.589286	0.02942843157
94	0.625	0.02300952506
94	0.660714	0.01988158075
94	0.696429	0.01247805802
94	0.732143	0.007946981561
94	0.767857	0.003277041295
94	0.803571	0
94	0.839286	0
94	0.875	0
94	0.910714	0
94	0.946429	0

96	0.267857	0.01264323407
96	0.303571	0.02080059551
96	0.339286	0.02706178169
96	0.375	0.03215667827
96	0.410714	0.03567531585
96	0.446429	0.03793896811
96	0.482143	0.03885480603
96	0.517857	0.0364680382
96	0.553571	0.03385173835
96	0.589286	0.02942843157
96	0.625	0.02300952506
96	0.660714	0.01988158075
96	0.696429	0.01247805802
96	0.732143	0.007946981561
96	0.767857	0.003277041295
96	0.803571	0
96	0.839286	0
96	0.875	0
96	0.910714	0
96	0.946429	0

98	0.267857	0.01264323407
98	0.303571	0.02080059551
98	0.339286	0.02706178169
98	0.375	0.03215667827
98	0.410714	0.03567531585
98	0.446429	0.03793896811
98	0.482143	0.03885480603
98	0.517857	0.0364680382
98	0.553571	0.03385173835
98	0.589286	0.02942843157
98	0.625	0.02300952506
98	0.660714	0.01988158075
98	0.696429	0.01247805802
98	0.732143	0.007946981561
98	0.767857	0.003277041295
98	0.803571	0
98	0.839286	0
98	0.875	0
98	0.910714	0
98	0.946429	0

100	0.267857	0.01264323407
100	0.303571	0.02080059551
100	0.339286	0.02706178169
100	0.375	0.03215667827
100	0.410714	0.03567531585
100	0.446429	0.03793896811
100	0.482143	0.03885480603
100	0.517857	0.0364680382
100	0.553571	0.03385173835
100	0.589286	0.02942843157
100	0.625	0.02300952506
100	0.660714	0.01988158075
100	0.696429	0.01247805802
100	0.732143	0.007946981561
100	0.767857	0.003277041295
100	0.803571	0
100	0.839286	0
100	0.875	0
100	0.910714	0
100	0.946429	0

102	0.267857	0.01264323407
102	0.303571	0.02080059551
102	0.339286	0.02706178169
102	0.375	0.03215667827
102	0.410714	0.03567531585
102	0.446429	0.03793896811
102	0.482143	0.03885480603
102	0.517857	0.0364680382
102	0.553571	0.03385173835
102	0.589286	0.02942843157
102	0.625	0.02300952506
102	0.660714	0.01988158075
102	0.696429	0.01247805802
102	0.732143	0.007946981561
102	0.767857	0.003277041295
102	0.803571	0
102	0.839286	0
102	0.875	0
102	0.910714	0
102	0.946429	0

104	0.267857	0.01264323407
104	0.303571	0.02080059551
104	0.339286	0.02706178169
104	0.375	0.03215667827
104	0.410714	0.03567531585
104	0.446429	0.03793896811
104	0.482143	0.03885480603
104	0.517857	0.0364680382
104	0.553571	0.03385173835
104	0.589286	0.02942843157
104	0.625	0.02300952506
104	0.660714	0.01988158075
104	0.696429	0.01247805802
104	0.732143	0.007946981561
104	0.767857	0.003277041295
104	0.803571	0
104	0.839286	0
104	0.875	0
104	0.910714	0
104	0.946429	0

106	0.267857	0.01264323407
106	0.303571	0.02080059551
106	0.339286	0.02706178169
106	0.375	0.03215667827
106	0.410714	0.03567531585
106	0.446429	0.03793896811
106	0.482143	0.03885480603
106	0.517857	0.0364680382
106	0.553571	0.03385173835
106	0.589286	0.02942843157
106	0.625	0.02300952506
106	0.660714	0.01988158075
106	0.696429	0.01247805802
106	0.732143	0.007946981561
106	0.767857	0.003277041295
106	0.803571	0
106	0.839286	0
106	0.875	0
106	0.910714	0
106	0.946429	0

108	0.267857	0.01264323407
108	0.303571	0.02080059551
108	0.339286	0.02706178169
108	0.375	0.03215667827
108	0.410714	0.03567531585
108	0.446429	0.03793896811
108	0.482143	0.03885480603
108	0.517857	0.0364680382
108	0.553571	0.03385173835
108	0.589286	0.02942843157
108	0.625	0.02300952506
108	0.660714	0.01988158075
108	0.696429	0.01247805802
